"Staten Island Rolling Sales File.  All Sales From July 2015 - June 2016.",,,,,,,,,,,,,,,,,,,,
"Sales File as of 6/30/2016  Co-op Sales Files as of 7/2/2016",,,,,,,,,,,,,,,,,,,,
"Neighborhood Names and Descriptive Data as of 5/26/2016",,,,,,,,,,,,,,,,,,,,
"Building Class Category is based on Building Class at Time of Sale.",,,,,,,,,,,,,,,,,,,,
"BOROUGH","NEIGHBORHOOD","BUILDING CLASS CATEGORY","TAX CLASS AT PRESENT","BLOCK","LOT","EASE-MENT","BUILDING CLASS AT PRESENT","ADDRESS","APARTMENT NUMBER","ZIP CODE","RESIDENTIAL UNITS","COMMERCIAL UNITS","TOTAL UNITS","LAND SQUARE FEET","GROSS SQUARE FEET","YEAR BUILT","TAX CLASS AT TIME OF SALE","BUILDING CLASS AT TIME OF SALE","SALE PRICE","SALE DATE"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6303","74"," ","A2","131 DELMAR AVENUE                        ","            ","10312","1","0","1","4000","1512","1980","1","A2","525000","02-16-16"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6304","39"," ","A0","32 HEENAN AVENUE                         ","            ","10312","1","0","1","6000","2040","1950","1","A0","0","04-15-16"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6304","52"," ","A1","355 STAFFORD AVENUE                      ","            ","10312","1","0","1","4000","2704","1980","1","A1","0","07-23-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6305","79"," ","A3","30 CROWN PLACE                           ","            ","10312","1","0","1","10296","6010","1984","1","A3","0","03-18-16"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6305","145"," ","A1","406 CROWN AVENUE                         ","            ","10312","1","0","1","10000","3120","1985","1","A1","885000","11-05-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6320","20"," ","A2","129 DOWNES AVENUE                        ","            ","10312","1","0","1","4000","1125","1965","1","A2","480000","02-16-16"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6320","65"," ","A2","74 BUFFINGTON AVENUE                     ","            ","10312","1","0","1","4000","1125","1965","1","A2","0","12-14-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6321","18"," ","A1","5193 AMBOY ROAD                          ","            ","10312","1","0","1","3800","1560","1925","1","A1","499000","08-20-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6356","75"," ","A1","4715 HYLAN BOULEVARD                     ","            ","10312","1","0","1","3911","2600","1995","1","A1","0","04-20-16"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6357","40"," ","A1","24 BENNETT PLACE                         ","            ","10312","1","0","1","12000","7620","1985","1","A1","1175000","04-05-16"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6360","61"," ","A1","64 RYAN PLACE                            ","            ","10312","1","0","1","7000","2180","1985","1","A1","775000","12-29-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6365","6"," ","A1","541 BARCLAY AVENUE                       ","            ","10312","1","0","1","3960","3831","1980","1","A1","609500","12-10-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6366","34"," ","A3","352 SHIRLEY AVENUE                       ","            ","10312","1","0","1","8000","3550","1990","1","A3","0","09-02-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6368","21"," ","A1","64 JANSEN STREET                         ","            ","10312","1","0","1","6000","1820","1975","1","A1","614250","02-17-16"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6369","1"," ","A2","237 HOLDRIDGE AVENUE                     ","            ","10312","1","0","1","10200","4833","1984","1","A2","0","01-27-16"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6370","4"," ","A3","491 BARCLAY AVENUE                       ","            ","10312","1","0","1","6180","4808","1990","1","A3","975000","11-20-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6378","73"," ","A1","153 EYLANDT STREET                       ","            ","10312","1","0","1","6200","2550","1975","1","A1","710000","09-01-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6382","67"," ","A1","139 TALLMAN STREET                       ","            ","10312","1","0","1","4000","2275","1980","1","A1","558000","04-05-16"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6400","47"," ","A2","490 LIPSETT AVENUE                       ","            ","10312","1","0","1","8240","724","1940","1","A2","445000","07-01-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6402","9"," ","A2","409 LIPSETT AVENUE                       ","            ","10312","1","0","1","4080","1480","1950","1","A2","430000","11-25-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6424","35"," ","A1","274 BARCLAY AVENUE                       ","            ","10312","1","0","1","6000","2100","1975","1","A1","769000","11-02-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6424","38"," ","A1","280 BARCLAY AVENUE                       ","            ","10312","1","0","1","6000","2100","1975","1","A1","625000","08-12-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6429","90"," ","A3","25 BLUE HERON COURT                      ","            ","10312","1","0","1","12695","5845","2000","1","A3","0","07-22-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6429","94"," ","A1","5008 AMBOY ROAD                          ","            ","10312","1","0","1","15000","1960","1920","1","A1","400000","08-13-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6429","100"," ","A1","4998 AMBOY ROAD                          ","            ","10312","1","0","1","15000","1425","1915","1","A1","0","10-27-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6452","1"," ","A3","44 ZEPHYR AVENUE                         ","            ","10312","1","0","1","7600","4835","1997","1","A3","1200000","09-29-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6452","7"," ","A6","30 ZEPHYR AVENUE                         ","            ","10312","1","0","1","7700","368","1920","1","A6","425000","09-11-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6456","42"," ","A1","429 BERTRAM AVENUE                       ","            ","10312","1","0","1","11340","3878","1997","1","A1","1","02-23-16"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6469","66"," ","A2","32 POILLON AVENUE                        ","            ","10312","1","0","1","12506","2316","1983","1","A2","0","11-04-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6469","114"," ","A2","112 POILLON AVENUE                       ","            ","10312","1","0","1","13206","1506","1965","1","A2","0","10-28-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6474","31"," ","A1","11 PHILIP AVENUE                         ","            ","10312","1","0","1","6000","1792","1975","1","A1","0","08-04-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6475","85"," ","A3","17 NICOLOSI LOOP                         ","            ","10312","1","0","1","13390","8391","2002","1","A3","1495000","07-28-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6475","115"," ","A7","77 NICOLOSI LOOP                         ","            ","10312","1","0","1","14660","7000","1988","1","A7","1500000","02-08-16"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6475","521"," ","A5","353 ARBUTUS AVENUE                       ","            ","10312","1","0","1","2285","1922","2011","1","A5","0","10-29-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6475","523"," ","A5","349 ARBUTUS AVENUE                       ","            ","10312","1","0","1","1547","1939","2011","1","A5","485000","10-02-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6475","531"," ","A5","5196 HYLAN BOULEVARD                     ","            ","10312","1","0","1","1722","2646","2011","1","A5","465000","07-22-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6499","60"," ","A3","54 WENDY DRIVE                           ","            ","10312","1","0","1","11556","3542","1985","1","A3","0","10-14-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6517","58"," ","A3","205 ARBUTUS AVENUE                       ","            ","10312","1","0","1","20000","3550","1989","1","A3","1170000","12-03-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6517","59"," ","A3","203 ARBUTUS AVENUE                       ","            ","10312","1","0","1","20000","3140","1989","1","A3","980000","12-03-15"
"5","ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1","6517","60"," ","A1","201 ARBUTUS AVENUE                       ","            ","10312","1","0","1","10195","3834","1990","1","A1","450000","04-11-16"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","5406","1"," ","B2","381 HAROLD AVENUE                        ","            ","10312","2","0","2","5032","3803","2015","1","B2","996866","03-11-16"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","5406","2"," ","B2","385 HAROLD AVENUE                        ","            ","10312","2","0","2","5132","3803","2015","1","B2","1002976","04-06-16"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","5426","17"," ","B9","11 OCEAN DRIVEWAY                        ","            ","10312","2","0","2","10000","1440","1956","1","B9","10","04-26-16"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6212","27"," ","B2","92 JEANNETTE AVENUE                      ","            ","10312","2","0","2","3000","2048","2005","1","B2","525000","08-14-15"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6212","34"," ","B9","41 LUCY LOOP                             ","            ","10312","2","0","2","5070","2200","2000","1","B9","0","01-25-16"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6212","114"," ","B2","1160 ARDEN AVENUE                        ","            ","10312","2","0","2","19950","1216","1910","1","B2","722500","02-17-16"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6212","169"," ","B2","83 JEANNETTE AVENUE                      ","            ","10312","2","0","2","8000","2744","1980","1","B2","855000","09-30-15"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6215","38"," ","B2","128 FABIAN STREET                        ","            ","10312","2","0","2","5000","2591","2014","1","B2","485000","03-25-16"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6222","49"," ","B2","25 LORRAINE AVENUE                       ","            ","10312","2","0","2","4000","2550","2015","1","B2","794233","02-18-16"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6222","50"," ","B2","21 LORRAINE AVENUE                       ","            ","10312","2","0","2","4000","2550","2015","1","B2","793216","10-22-15"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6226","39"," ","B9","776 ANNADALE ROAD                        ","            ","10312","2","0","2","5370","1248","1925","1","B9","0","01-08-16"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6234","57"," ","B2","191 RENSSELAER AVENUE                    ","            ","10312","2","0","2","4000","3000","1997","1","B2","710000","09-04-15"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6237","17"," ","B2","228 VINELAND AVENUE                      ","            ","10312","2","0","2","5000","2928","2014","1","B2","906242","07-15-15"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6237","18"," ","B2","224 VINELAND AVENUE                      ","            ","10312","2","0","2","5000","2928","2014","1","B2","906242","11-03-15"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6237","56"," ","B2","163 STAFFORD AVENUE                      ","            ","10312","2","0","2","4000","2950","2000","1","B2","705000","10-15-15"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6238","54"," ","B2","185 VINELAND AVENUE                      ","            ","10312","2","0","2","8000","1680","1975","1","B2","732000","12-09-15"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6239","63"," ","B2","217 CROWN AVENUE                         ","            ","10312","2","0","2","9600","2352","1980","1","B2","0","08-03-15"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6246","30"," ","B2","1007 ANNADALE ROAD                       ","            ","10312","2","0","2","7592","2512","1978","1","B2","0","09-30-15"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6246","41"," ","B2","28 FURMAN STREET                         ","            ","10312","2","0","2","10360","2968","1978","1","B2","865000","11-19-15"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6249","222"," ","B2","67 ELY COURT                             ","            ","10312","2","0","2","8531","3600","1993","1","B2","0","08-07-15"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6249","230"," ","B2","970 ANNADALE ROAD                        ","            ","10312","2","0","2","9135","1657","1950","1","B2","622000","04-18-16"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6249","247"," ","B2","132 NORTH PINE TERRACE                   ","            ","10312","2","0","2","4000","2008","1965","1","B2","0","09-02-15"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6250","35"," ","B2","55 TENAFLY PLACE                         ","            ","10312","2","0","2","4218","3496","2014","1","B2","896060","08-05-15"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6250","36"," ","B2","59 TENAFLY PLACE                         ","            ","10312","2","0","2","4053","3323","2014","1","B2","778961","08-20-15"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6250","37"," ","B2","63 TENAFLY PLACE                         ","            ","10312","2","0","2","4699","3323","2014","1","B2","778961","10-29-15"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6250","38"," ","B2","67 TENAFLY PLACE                         ","            ","10312","2","0","2","3931","3323","2014","1","B2","778961","08-06-15"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6250","39"," ","B2","5113G AMBOY ROAD                         ","            ","10312","2","0","2","3922","3323","2014","1","B2","778961","07-24-15"
"5","ANNADALE                 ","02  TWO FAMILY DWELLINGS                    ","1","6250","100"," ","B2","5113H AMBOY ROAD                         ","            ","10312","2","0","2","4275","3323","2014","1","B2","789143","08-13-15"
